Series_Title,Released_Year,Genre,IMDB_Rating,Overview,No_of_Votes,Gross,Movie_Success,Average IMBD Rating by Gener,Unnamed: 9,sentiment_score,sentiment
Remember the Titans,2000,"Biography, Drama, Sport",7.8,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,198089,115654751.0,Hit,,,0.4215,Positive
Wo hu cang long,2000,"Action, Adventure, Fantasy",7.8,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,253228,128078872.0,Hit,,,0.296,Positive
Todo sobre mi madre,1999,Drama,7.8,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",89058,8264530.0,Average,,,0.128,Positive
Cast Away,2000,"Adventure, Drama, Romance",7.8,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,524235,233632142.0,Hit,,,-0.2732,Negative
The Boondock Saints,1999,"Action, Crime, Thriller",7.8,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,227143,25812.0,Average,,,-0.3182,Negative
The Insider,1999,"Biography, Drama, Thriller",7.8,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,159886,28965197.0,Average,,,-0.4767,Negative
October Sky,1999,"Biography, Drama, Family",7.8,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",82855,32481825.0,Average,,,0.765,Positive
Shrek,2001,"Animation, Adventure, Comedy",7.8,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",613941,267665011.0,Hit,,,0.5106,Positive
Titanic,1997,"Drama, Romance",7.8,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",1046089,659325379.0,Hit,,,-0.0516,Negative
Hana-bi,1997,"Crime, Drama, Romance",7.8,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",27712,233986.0,Average,,,-0.7964,Negative
Gattaca,1997,"Drama, Sci-Fi, Thriller",7.8,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,280845,12339633.0,Average,,,0.4215,Positive
The Game,1997,"Action, Drama, Mystery",7.8,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",345096,48323648.0,Average,,,0.6486,Positive
Breaking the Waves,1996,Drama,7.8,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",62428,4040691.0,Average,,,-0.7096,Negative
Ed Wood,1994,"Biography, Comedy, Drama",7.8,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",164937,5887457.0,Average,,,0.9545,Positive
What's Eating Gilbert Grape,1993,Drama,7.8,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,215034,9170214.0,Average,,,0.6486,Positive
Tombstone,1993,"Action, Biography, Drama",7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",126871,56505065.0,Average,,,0.5859,Positive
The Sandlot,1993,"Comedy, Drama, Family",7.8,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",78963,32416586.0,Average,,,0.34,Positive
The Remains of the Day,1993,"Drama, Romance",7.8,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,66065,22954968.0,Average,,,-0.1027,Negative
Naked,1993,"Comedy, Drama",7.8,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",34635,1769305.0,Average,,,-0.7269,Negative
The Fugitive,1993,"Action, Crime, Drama",7.8,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",267684,183875760.0,Hit,,,-0.8957,Negative
A Bronx Tale,1993,"Crime, Drama, Romance",7.8,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,128171,17266971.0,Average,,,-0.296,Negative
Batman: Mask of the Phantasm,1993,"Animation, Action, Crime",7.8,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,43690,5617391.0,Average,,,-0.6124,Negative
Night on Earth,1991,"Comedy, Drama",7.8,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,55362,2015810.0,Average,,,0.5574,Positive
La double vie de Véronique,1991,"Drama, Fantasy, Music",7.8,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",42376,1999955.0,Average,,,0.0,Neutral
Boyz n the Hood,1991,"Crime, Drama",7.8,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",126082,57504069.0,Average,,,-0.4404,Negative
Misery,1990,"Drama, Thriller",7.8,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",184740,61276872.0,Average,,,0.1027,Positive
Awakenings,1990,"Biography, Drama",7.8,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",125276,52096475.0,Average,,,0.2846,Positive
Glory,1989,"Biography, Drama, History",7.8,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",122779,26830000.0,Average,,,-0.6486,Negative
Back to the Future Part II,1989,"Adventure, Comedy, Sci-Fi",7.8,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",481918,118500000.0,Hit,,,-0.5859,Negative
Mississippi Burning,1988,"Crime, Drama, History",7.8,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,88214,34603943.0,Average,,,0.0,Neutral
Predator,1987,"Action, Adventure, Sci-Fi",7.8,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,371387,59735548.0,Average,,,0.0,Neutral
Evil Dead II,1987,"Action, Comedy, Fantasy",7.8,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,148359,5923044.0,Average,,,-0.4019,Negative
Ferris Bueller's Day Off,1986,Comedy,7.8,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",321382,70136369.0,Average,,,0.6705,Positive
Down by Law,1986,"Comedy, Crime, Drama",7.8,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",47834,1436000.0,Average,,,-0.3612,Negative
The Goonies,1985,"Adventure, Comedy, Family",7.8,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,244430,61503218.0,Average,,,0.5423,Positive
The Color Purple,1985,Drama,7.8,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,78321,98467863.0,Average,,,-0.8689,Negative
The Breakfast Club,1985,"Comedy, Drama",7.8,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,357026,45875171.0,Average,,,-0.3612,Negative
The Killing Fields,1984,"Biography, Drama, History",7.8,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",51585,34700291.0,Average,,,-0.743,Negative
Ghostbusters,1984,"Action, Comedy, Fantasy",7.8,Three former parapsychology professors set up shop as a unique ghost removal service.,355413,238632124.0,Hit,,,-0.3182,Negative
The Right Stuff,1983,"Adventure, Biography, Drama",7.8,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",56235,21500000.0,Average,,,0.3182,Positive
The King of Comedy,1982,"Comedy, Crime, Drama",7.8,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",88511,2500000.0,Average,,,0.2263,Positive
E.T. the Extra-Terrestrial,1982,"Family, Sci-Fi",7.8,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,372490,435110554.0,Hit,,,0.7783,Positive
Kramer vs. Kramer,1979,Drama,7.8,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",133351,106260000.0,Hit,,,-0.6187,Negative
The Outlaw Josey Wales,1976,Western,7.8,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,65659,31800000.0,Average,,,-0.6597,Negative
The Conversation,1974,"Drama, Mystery, Thriller",7.8,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",98611,4420000.0,Average,,,-0.9169,Negative
La planète sauvage,1973,"Animation, Sci-Fi",7.8,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",25229,193817.0,Average,,,-0.5719,Negative
The Day of the Jackal,1973,"Crime, Drama, Thriller",7.8,"A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",37445,16056255.0,Average,,,-0.6908,Negative
Cabaret,1972,"Drama, Music, Musical",7.8,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,48334,42765000.0,Average,,,0.765,Positive
Willy Wonka & the Chocolate Factory,1971,"Family, Fantasy, Musical",7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,178731,4000000.0,Average,,,0.5267,Positive
Midnight Cowboy,1969,Drama,7.8,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",101124,44785053.0,Average,,,0.2732,Positive
Wait Until Dark,1967,Thriller,7.8,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,27733,17550741.0,Average,,,-0.6249,Negative
Guess Who's Coming to Dinner,1967,"Comedy, Drama",7.8,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,39642,56700000.0,Average,,,-0.1027,Negative
My Fair Lady,1964,"Drama, Family, Musical",7.8,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,86525,72000000.0,Average,,,-0.0258,Neutral
Mary Poppins,1964,"Comedy, Family, Fantasy",7.8,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",158029,102272727.0,Hit,,,0.1531,Positive
